cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-color,has-ring,ring-type,habitat,season
x,n,f,a,n,g,t,l,d,w
x,n,f,a,n,g,t,l,d,u
x,n,f,a,n,g,t,l,d,u
x,g,f,a,n,w,t,l,d,w
x,n,f,a,n,g,t,l,d,w
x,g,f,a,n,w,t,l,d,u
x,n,f,a,n,g,t,l,d,w
x,g,f,a,n,g,t,l,d,a
x,n,f,a,n,g,t,l,d,a
x,g,f,a,n,g,t,l,d,w
x,g,f,a,n,g,t,l,d,a
x,g,f,a,n,g,t,l,d,u
x,n,f,a,n,w,t,l,d,u
x,n,f,a,n,w,t,l,d,w
x,n,f,a,n,w,t,l,d,u
x,g,f,a,n,w,t,l,d,u
x,o,f,a,y,n,f,f,d,s
x,o,f,a,y,n,f,f,d,a
x,n,f,a,y,o,f,f,d,s
f,n,f,a,w,n,f,f,d,a
x,n,f,a,y,n,f,f,d,s
x,o,f,a,y,o,f,f,d,w
f,n,f,a,y,n,f,f,d,s
f,o,f,a,y,o,f,f,d,w
x,o,f,a,w,n,f,f,d,a
x,o,f,a,y,n,f,f,d,a
f,o,f,a,y,o,f,f,d,a
f,n,f,a,y,n,f,f,d,a
f,o,f,a,w,o,f,f,d,w
f,o,f,a,w,n,f,f,d,s
f,n,f,a,y,n,f,f,d,a
f,n,f,a,y,o,f,f,d,w
x,n,f,a,y,n,f,f,d,s
x,o,f,a,w,o,f,f,d,s
f,o,f,a,y,n,f,f,d,s
f,o,f,a,y,o,f,f,d,w
x,o,f,a,w,o,f,f,d,w
f,n,f,a,w,n,f,f,d,w
x,o,f,a,y,o,f,f,d,s
f,n,f,a,y,o,f,f,d,w
f,n,f,a,y,o,f,f,d,s
f,n,f,a,w,n,f,f,d,a
x,n,f,a,w,n,f,f,d,a
f,o,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,a
f,o,f,a,w,n,f,f,d,w
f,n,f,a,w,o,f,f,d,s
x,o,f,a,y,o,f,f,d,s
x,o,f,a,w,o,f,f,d,s
x,o,f,a,w,n,f,f,d,a
x,n,f,a,y,n,f,f,d,a
f,n,f,a,y,o,f,f,d,w
x,o,f,a,w,n,f,f,d,s
f,n,f,a,w,o,f,f,d,s
x,o,f,a,y,o,f,f,d,s
x,o,f,a,w,o,f,f,d,s
x,o,f,a,w,o,f,f,d,s
f,o,f,a,y,n,f,f,d,s
f,n,f,a,y,o,f,f,d,w
f,n,f,a,w,o,f,f,d,w
x,o,f,a,w,o,f,f,d,s
x,o,f,a,y,n,f,f,d,a
f,o,f,a,w,n,f,f,d,w
f,o,f,a,w,o,f,f,d,a
f,n,f,a,w,n,f,f,d,w
f,n,f,a,w,o,f,f,d,s
f,n,f,a,w,n,f,f,d,w
x,n,f,a,y,n,f,f,d,s
f,o,f,a,y,o,f,f,d,a
f,o,f,a,w,o,f,f,d,a
x,o,f,a,w,o,f,f,d,a
f,o,f,a,w,o,f,f,d,s
x,n,f,a,y,o,f,f,d,a
f,n,f,a,y,n,f,f,d,a
x,o,f,a,w,o,f,f,d,w
f,o,f,a,y,o,f,f,d,w
f,o,f,a,w,o,f,f,d,w
f,o,f,a,w,n,f,f,d,a
x,n,f,a,w,n,f,f,d,a
f,o,f,a,y,n,f,f,d,s
x,n,f,a,y,n,f,f,d,s
f,o,f,a,y,o,f,f,d,a
x,n,f,a,y,n,f,f,d,s
f,n,f,a,w,n,f,f,d,s
x,n,f,a,w,n,f,f,d,s
x,o,f,a,y,o,f,f,d,w
x,n,f,a,y,n,f,f,d,a
x,n,f,a,w,o,f,f,d,w
f,o,f,a,w,n,f,f,d,a
f,n,f,a,y,o,f,f,d,s
x,n,f,a,y,n,f,f,d,w
f,o,f,a,w,n,f,f,d,s
x,n,f,a,w,o,f,f,d,a
x,n,f,a,y,n,f,f,d,w
f,n,f,a,w,o,f,f,d,s
f,n,f,a,y,n,f,f,d,a
f,o,f,a,w,n,f,f,d,s
f,n,f,a,y,o,f,f,d,w
f,n,f,a,w,o,f,f,d,w
f,o,f,a,y,o,f,f,d,a
f,o,f,a,y,o,f,f,d,w
x,n,f,a,w,o,f,f,d,w
f,o,f,a,y,n,f,f,d,w
f,n,f,a,y,o,f,f,d,w
x,o,f,a,w,n,f,f,d,w
x,o,f,a,y,n,f,f,d,w
x,n,f,a,y,n,f,f,d,a
f,o,f,a,w,o,f,f,d,a
f,n,f,a,w,o,f,f,d,s
f,n,f,a,y,o,f,f,d,a
x,o,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,s
f,o,f,a,w,o,f,f,d,s
x,o,f,a,y,o,f,f,d,w
x,o,f,a,w,o,f,f,d,a
f,n,f,a,w,o,f,f,d,s
x,n,f,a,w,n,f,f,d,w
f,n,f,a,y,o,f,f,d,a
f,o,f,a,y,o,f,f,d,a
x,o,f,a,w,o,f,f,d,a
x,n,f,a,y,n,f,f,d,a
x,n,f,a,w,o,f,f,d,a
x,n,f,a,y,o,f,f,d,w
x,o,f,a,y,o,f,f,d,w
x,o,f,a,y,n,f,f,d,s
f,n,f,a,w,n,f,f,d,a
x,o,f,a,y,o,f,f,d,w
f,n,f,a,y,o,f,f,d,w
x,n,f,a,y,n,f,f,d,w
x,n,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,a
f,o,f,a,w,o,f,f,d,w
f,o,f,a,w,o,f,f,d,a
f,o,f,a,y,o,f,f,d,s
f,n,f,a,y,n,f,f,d,s
x,n,f,a,w,o,f,f,d,w
x,n,f,a,w,n,f,f,d,a
f,o,f,a,y,o,f,f,d,a
f,o,f,a,y,n,f,f,d,w
x,o,f,a,y,o,f,f,d,s
x,o,f,a,w,n,f,f,d,a
f,n,f,a,w,o,f,f,d,s
x,o,f,a,y,o,f,f,d,a
x,o,f,a,y,n,f,f,d,s
x,n,f,a,w,o,f,f,d,s
f,o,f,a,y,o,f,f,d,s
f,n,f,a,y,n,f,f,d,w
f,o,f,a,w,n,f,f,d,w
x,o,f,a,y,n,f,f,d,s
x,n,f,a,y,n,f,f,d,w
f,n,f,a,y,o,f,f,d,w
f,n,f,a,y,o,f,f,d,a
f,n,f,a,y,o,f,f,d,s
f,n,f,a,y,n,f,f,d,w
x,o,f,a,w,n,f,f,d,w
x,n,f,a,w,o,f,f,d,a
f,n,f,a,w,n,f,f,d,s
x,n,f,a,y,o,f,f,d,s
f,o,f,a,y,o,f,f,d,a
x,n,f,a,y,o,f,f,d,w
x,o,f,a,y,o,f,f,d,s
f,n,f,a,w,o,f,f,d,w
f,n,f,a,y,o,f,f,d,w
x,o,f,a,y,o,f,f,d,a
x,n,f,a,y,n,f,f,d,a
f,o,f,a,y,o,f,f,d,s
x,o,f,a,y,n,f,f,d,w
x,o,f,a,w,n,f,f,d,a
f,o,f,a,w,o,f,f,d,s
x,n,f,a,w,o,f,f,d,w
x,n,f,a,w,n,f,f,d,s
x,n,f,a,y,o,f,f,d,w
f,n,f,a,y,o,f,f,d,s
x,n,f,a,w,o,f,f,d,a
x,n,f,a,w,o,f,f,d,w
x,o,f,a,w,n,f,f,d,w
f,o,f,a,w,n,f,f,d,a
f,o,f,a,y,o,f,f,d,a
f,n,f,a,w,o,f,f,d,a
f,n,f,a,w,n,f,f,d,a
f,o,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,w
f,o,f,a,w,o,f,f,d,s
x,n,f,a,y,n,f,f,d,a
x,o,f,a,y,n,f,f,d,a
x,n,f,a,y,n,f,f,d,a
x,o,f,a,y,o,f,f,d,w
x,o,f,a,y,o,f,f,d,a
f,n,f,a,y,n,f,f,d,s
f,n,f,a,w,o,f,f,d,a
x,n,f,a,y,o,f,f,d,w
x,o,f,a,y,o,f,f,d,s
f,o,f,a,w,o,f,f,d,s
f,n,f,a,w,n,f,f,d,a
x,n,f,a,w,n,f,f,d,a
f,n,f,a,y,o,f,f,d,w
f,n,f,a,w,o,f,f,d,s
x,o,f,a,w,o,f,f,d,w
x,n,f,a,y,n,f,f,d,a
f,o,f,a,w,o,f,f,d,w
f,o,f,a,w,o,f,f,d,w
x,o,f,a,y,n,f,f,d,w
f,n,f,a,y,o,f,f,d,a
f,n,f,a,y,o,f,f,d,a
x,n,f,a,w,n,f,f,d,w
f,o,f,a,y,n,f,f,d,a
f,o,f,a,y,o,f,f,d,s
f,o,f,a,y,o,f,f,d,a
x,n,f,a,y,o,f,f,d,w
f,o,f,a,w,o,f,f,d,a
x,o,f,a,y,n,f,f,d,s
x,n,f,a,y,n,f,f,d,s
x,n,f,a,w,n,f,f,d,s
f,o,f,a,w,n,f,f,d,w
x,n,f,a,w,o,f,f,d,a
f,n,f,a,y,o,f,f,d,w
f,n,f,a,y,n,f,f,d,a
x,o,f,a,w,n,f,f,d,w
f,o,f,a,y,o,f,f,d,s
f,o,f,a,w,n,f,f,d,w
x,o,f,a,y,o,f,f,d,w
x,n,f,a,y,n,f,f,d,s
x,n,f,a,w,n,f,f,d,a
f,o,f,a,w,o,f,f,d,a
x,n,f,a,w,n,f,f,d,w
x,n,f,a,y,n,f,f,d,s
f,o,f,a,y,o,f,f,d,a
x,o,f,a,w,o,f,f,d,w
f,n,f,a,w,n,f,f,d,a
x,o,f,a,y,n,f,f,d,s
x,o,f,a,y,o,f,f,d,w
f,n,f,a,w,o,f,f,d,w
x,n,f,a,y,n,f,f,d,w
x,n,f,a,w,n,f,f,d,a
f,n,f,a,w,o,f,f,d,w
x,n,f,a,y,n,f,f,d,w
x,n,f,a,w,n,f,f,d,a
x,n,f,a,w,o,f,f,d,w
f,o,f,a,y,o,f,f,d,s
x,n,f,a,y,o,f,f,d,w
x,o,f,a,y,n,f,f,d,w
f,o,f,a,y,o,f,f,d,w
f,o,f,a,y,n,f,f,d,s
f,o,f,a,w,o,f,f,d,a
f,o,f,a,w,o,f,f,d,s
x,o,f,a,w,n,f,f,d,a
x,n,f,a,y,o,f,f,d,s
x,o,f,a,w,o,f,f,d,a
f,n,f,a,y,n,f,f,d,w
x,n,f,a,w,o,f,f,d,w
f,o,f,a,w,n,f,f,d,a
f,o,f,a,y,n,f,f,d,s
x,o,f,a,w,o,f,f,d,w
x,n,f,a,y,o,f,f,d,w
x,o,f,a,y,n,f,f,d,w
x,n,f,a,w,n,f,f,d,s
x,n,f,a,y,o,f,f,d,a
x,n,f,a,w,n,f,f,d,s
f,o,f,a,y,n,f,f,d,w
x,o,f,a,y,o,f,f,d,a
f,o,f,a,w,n,f,f,d,a
x,o,f,a,y,n,f,f,d,w
x,n,f,a,w,o,f,f,d,s
f,n,f,a,y,o,f,f,d,s
f,o,f,a,y,o,f,f,d,a
x,n,f,a,y,o,f,f,d,s
f,n,f,a,w,n,f,f,d,s
f,o,f,a,y,n,f,f,d,w
x,o,f,a,w,n,f,f,d,w
f,n,f,a,y,n,f,f,d,w
f,n,f,a,w,o,f,f,d,s
f,o,f,a,y,o,f,f,d,a
f,n,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,a
x,o,f,a,y,o,f,f,d,a
x,o,f,a,w,o,f,f,d,w
f,o,f,a,w,n,f,f,d,w
f,o,f,a,y,n,f,f,d,w
x,n,f,a,y,o,f,f,d,w
f,o,f,a,w,n,f,f,d,s
f,n,f,a,w,o,f,f,d,s
f,o,f,a,w,n,f,f,d,s
x,n,f,a,y,n,f,f,d,w
f,o,f,a,w,n,f,f,d,s
x,n,f,a,w,n,f,f,d,a
f,o,f,a,w,n,f,f,d,w
f,o,f,a,w,o,f,f,d,s
x,o,f,a,y,o,f,f,d,w
x,n,f,a,y,o,f,f,d,w
x,o,f,a,w,o,f,f,d,w
f,n,f,a,y,n,f,f,d,a
x,o,f,a,w,o,f,f,d,s
f,o,f,a,y,n,f,f,d,w
f,n,f,a,w,o,f,f,d,a
x,n,f,a,w,n,f,f,d,a
f,n,f,a,w,o,f,f,d,s
f,n,f,a,y,o,f,f,d,s
f,o,f,a,w,o,f,f,d,s
f,o,f,a,w,o,f,f,d,w
x,n,f,a,y,n,f,f,d,s
f,n,f,a,y,n,f,f,d,s
x,o,f,a,y,n,f,f,d,w
x,n,f,a,y,n,f,f,d,a
f,o,f,a,y,n,f,f,d,a
f,o,f,a,y,n,f,f,d,s
x,n,f,a,w,o,f,f,d,s
x,n,f,a,y,n,f,f,d,a
x,o,f,a,w,n,f,f,d,s
x,o,f,a,y,o,f,f,d,a
x,o,f,a,w,n,f,f,d,a
f,o,f,a,y,o,f,f,d,a
f,o,f,a,w,n,f,f,d,w
x,n,f,a,w,n,f,f,d,s
x,n,f,a,w,n,f,f,d,a
f,o,f,a,y,o,f,f,d,s
x,o,f,a,w,o,f,f,d,w
x,o,f,a,w,o,f,f,d,w
f,o,f,a,w,o,f,f,d,w
f,n,f,a,w,n,f,f,d,s
f,o,f,a,y,o,f,f,d,s
f,n,f,a,y,n,f,f,d,a
f,o,f,a,y,o,f,f,d,s
x,n,f,a,w,o,f,f,d,s
f,o,f,a,w,n,f,f,d,s
x,o,f,a,y,n,f,f,d,w
x,o,f,a,w,o,f,f,d,a
f,o,f,a,w,o,f,f,d,s
x,n,f,a,w,o,f,f,d,a
f,o,f,a,w,o,f,f,d,a
x,n,f,a,y,n,f,f,d,s
f,n,f,a,y,o,f,f,d,w
f,o,f,a,w,n,f,f,d,w
f,o,f,a,y,o,f,f,d,s
f,n,f,a,w,n,f,f,d,w
f,o,f,a,y,n,f,f,d,s
f,n,f,a,w,n,f,f,d,w
f,o,f,a,y,n,f,f,d,w
f,n,f,a,y,n,f,f,d,a
x,o,f,a,w,o,f,f,d,w
x,o,f,a,y,n,f,f,d,a
f,o,f,a,y,o,f,f,d,w
x,o,f,a,w,n,f,f,d,w
f,o,f,a,w,o,f,f,d,s
x,n,f,a,y,n,f,f,d,w
f,n,f,a,y,o,f,f,d,s
f,n,f,a,y,o,f,f,d,s
f,o,f,a,w,o,f,f,d,w
x,o,f,a,w,n,f,f,d,s
x,n,f,a,w,o,f,f,d,w
x,o,f,a,y,n,f,f,d,s
f,n,f,a,w,n,f,f,d,w
f,n,f,a,y,o,f,f,d,w
f,o,f,a,y,n,f,f,d,a
f,o,f,a,w,n,f,f,d,s
x,o,f,a,w,o,f,f,d,w
f,n,f,a,y,n,f,f,d,s
f,o,f,a,w,o,f,f,d,a
x,n,f,a,y,n,f,f,d,w
f,n,f,a,y,o,f,f,d,s
f,o,f,a,y,o,f,f,d,w
x,o,f,a,w,o,f,f,d,s
x,n,f,a,w,n,f,f,d,s
x,o,f,a,w,o,f,f,d,a
f,o,f,a,y,n,f,f,d,a
f,n,f,a,w,o,f,f,d,s
x,n,f,a,y,n,f,f,d,s
f,o,f,a,y,n,f,f,d,a
f,n,f,a,w,n,f,f,d,a
f,o,f,a,w,n,f,f,d,s
x,y,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,w
x,n,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,w
x,n,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,u
x,e,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,y,f,a,w,n,t,,d,u
f,n,f,d,w,n,t,,d,w
x,e,f,a,w,n,t,,d,a
x,n,f,d,w,n,t,,d,w
f,n,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,w
f,y,f,a,w,n,t,,d,u
x,n,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,w
f,n,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,n,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,n,f,d,w,n,t,,d,w
f,y,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
x,e,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,u
f,n,f,a,w,n,t,,d,u
x,n,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,y,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
f,y,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,a
f,y,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,u
f,y,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,u
x,y,f,d,w,n,t,,d,w
f,y,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,u
f,n,f,a,w,n,t,,d,u
x,n,f,a,w,n,t,,d,u
f,n,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,u
x,e,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,w
f,y,f,a,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
x,e,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,e,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
f,e,f,d,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,a
x,y,f,d,w,n,t,,d,a
f,e,f,a,w,n,t,,d,a
f,y,f,d,w,n,t,,d,u
f,y,f,d,w,n,t,,d,a
x,e,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,n,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,a
f,n,f,a,w,n,t,,d,w
x,n,f,a,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
x,y,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,a
f,e,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
f,e,f,a,w,n,t,,d,w
x,e,f,d,w,n,t,,d,a
x,n,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
x,y,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,w
f,y,f,d,w,n,t,,d,u
f,e,f,d,w,n,t,,d,w
x,n,f,a,w,n,t,,d,u
x,y,f,d,w,n,t,,d,a
f,y,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,w
f,e,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,a
f,e,f,a,w,n,t,,d,u
x,n,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,y,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
f,n,f,d,w,n,t,,d,u
f,e,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
f,y,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,a
x,n,f,d,w,n,t,,d,u
f,y,f,d,w,n,t,,d,w
x,y,f,a,w,n,t,,d,a
x,n,f,a,w,n,t,,d,u
f,y,f,d,w,n,t,,d,a
x,y,f,d,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
x,e,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,w
f,y,f,a,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,a
f,y,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
f,e,f,d,w,n,t,,d,u
f,y,f,a,w,n,t,,d,a
x,n,f,a,w,n,t,,d,u
f,n,f,d,w,n,t,,d,a
x,y,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,u
f,n,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
x,e,f,a,w,n,t,,d,u
x,n,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
x,e,f,d,w,n,t,,d,w
x,n,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,a
x,n,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,u
x,e,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,w
x,e,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,u
x,n,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,u
f,e,f,d,w,n,t,,d,u
x,n,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,a
f,n,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,a
x,y,f,d,w,n,t,,d,u
x,e,f,d,w,n,t,,d,u
x,n,f,a,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
x,n,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,u
x,y,f,d,w,n,t,,d,a
x,y,f,d,w,n,t,,d,u
x,n,f,a,w,n,t,,d,u
x,n,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,w
f,y,f,a,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
x,y,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
x,e,f,a,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
x,e,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,a
f,y,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,w
x,e,f,a,w,n,t,,d,w
f,n,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,a
x,e,f,d,w,n,t,,d,a
x,e,f,d,w,n,t,,d,a
f,y,f,a,w,n,t,,d,u
f,y,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,a
f,n,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,w
f,y,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
f,y,f,d,w,n,t,,d,u
x,e,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,a
f,y,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
x,e,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,w
x,n,f,a,w,n,t,,d,a
f,n,f,d,w,n,t,,d,a
f,e,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,e,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
f,n,f,a,w,n,t,,d,a
x,n,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
f,e,f,d,w,n,t,,d,w
x,n,f,a,w,n,t,,d,a
f,y,f,a,w,n,t,,d,u
x,y,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
f,n,f,a,w,n,t,,d,u
f,n,f,a,w,n,t,,d,w
f,y,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,a
f,n,f,a,w,n,t,,d,u
x,y,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,w
f,n,f,a,w,n,t,,d,u
f,e,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
f,n,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,u
x,y,f,a,w,n,t,,d,a
x,n,f,a,w,n,t,,d,a
x,n,f,a,w,n,t,,d,a
f,e,f,a,w,n,t,,d,w
f,y,f,d,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
x,n,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,a
f,y,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
f,n,f,a,w,n,t,,d,u
x,e,f,a,w,n,t,,d,u
x,n,f,d,w,n,t,,d,w
f,n,f,a,w,n,t,,d,a
x,n,f,d,w,n,t,,d,u
x,n,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,a
x,n,f,d,w,n,t,,d,a
f,e,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,u
f,y,f,a,w,n,t,,d,a
f,y,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,a
x,e,f,a,w,n,t,,d,u
x,y,f,d,w,n,t,,d,u
f,y,f,d,w,n,t,,d,u
f,e,f,a,w,n,t,,d,w
x,e,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,u
x,y,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
x,e,f,a,w,n,t,,d,w
f,n,f,a,w,n,t,,d,w
f,y,f,d,w,n,t,,d,a
x,e,f,d,w,n,t,,d,a
f,n,f,d,w,n,t,,d,u
f,n,f,a,w,n,t,,d,w
x,y,f,a,w,n,t,,d,u
f,y,f,d,w,n,t,,d,w
x,n,f,d,w,n,t,,d,a
f,y,f,d,w,n,t,,d,a
x,e,f,d,w,n,t,,d,w
x,e,f,a,w,n,t,,d,w
x,n,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,u
f,e,f,d,w,n,t,,d,a
x,y,f,a,w,n,t,,d,a
f,n,f,a,w,n,t,,d,a
x,e,f,d,w,n,t,,d,u
f,n,f,d,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
f,y,f,a,w,n,t,,d,w
x,n,f,d,w,n,t,,d,w
f,y,f,a,w,n,t,,d,w
f,y,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,w
x,e,f,d,w,n,t,,d,a
f,e,f,a,w,n,t,,d,w
x,y,f,d,w,n,t,,d,w
f,e,f,a,w,n,t,,d,a
x,y,f,a,w,n,t,,d,a
f,e,f,d,w,n,t,,d,a
f,e,f,a,w,n,t,,d,w
f,n,f,d,w,n,t,,d,w
x,y,f,a,w,n,t,,d,w
f,e,f,d,w,n,t,,d,w
x,y,f,d,w,n,t,,d,w
